#,rep.effort.type,original.study.number,original.effect.size,replication.effect.size,replication.study.number,outcome,target.effect,rep.num.in.set,discipline,replication.method.differences,replication.positive.control.evidence,IVs,DVs,other.outcomes,replication.open.data.URL,replication.open.materials.URL,replication.pre.reg.URL,original.study.article.URL,replication.study.article.URL,original.open.data.URL,original.open.materials.URL,original.pre.reg.URL,effect.description,design,statistical.effect.type,original.test.statistic,original.pvalue,original.N,replication.N,outcome.bayesian,study.order.CS,RPP.study.number,original.article.title
44,Replicability Project,Larsen & McKibban (2008) Study 2,pr(N=119) = +.21,pr(N=238) = +.497,"Seibel, Vermue et al. (2015)",successful,"People who had what they wanted were happier than others, even after controlling for the degree to which they wanted what they had. ",44,social,,,,,,https://osf.io/5dx4v/,https://osf.io/5dx4v/,https://osf.io/h4cbg/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,Partial correlation,correlation,pr = .21,prep = .92,119,238,,44,134,"Is happiness having what you want, wanting what you have, or both?"
45,Replicability Project,Ranganath & Nosek (2008) Study 1,d(N=564) = -.004,d(N=3597) = +.21,Cohn (2015),unsuccessful,Information about original individuals automatically influenced Ps' implicit responses toward new individuals from same social category. ,45,social,,,,,,https://osf.io/2gkjt/,https://osf.io/2gkjt/,https://osf.io/9xt25/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,t-test,main effect,t(562) = -0.11,prep = .18,564,3597,,45,135,Implicit attitude generalization occurs immediately; explicit attitude generalization takes time
46,Replicability Project,Vohs & Schooler (2008) Study 1,d(N=30) = +.88,d(N=58) = +.20,"Giner-Sorolla, Embley et al. (2015)",unsuccessful,Ps who read anti-free-will essay cheated more often that Ps who read a control essay. ,46,social,,,,,,https://osf.io/i29mh/,https://osf.io/i29mh/,https://osf.io/2nf3u/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,independent samples t-test,main effect,t(28) = 3.04,<.01,30,58,,46,136,The value of believing in free will: Encouraging a belief in determinism increases cheating.
47,Replicability Project,Williams & Bargh (2008) Study 4,η²(N=84) = .11,η²(N=125) = .03,"Joy-Gaba, Clay, & Cleary (2015)",unsuccessful,Distance-primed Ps reported higher levels of closeness toward one's family members and hometown compared to control condition Ps. ,47,social,,,,,,https://osf.io/vnsqg/,https://osf.io/vnsqg/,https://osf.io/7uh8g/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,ANOVA,main effect,"F(2, 81) = 4.97",prep = .95,84,125,,47,140,Keeping one's distance: The influence of spatial distance cues on affect and evaluation.
48,Replicability Project,"Tamir, Mitchell et al. (2008) Study 1","F(2,162)(N=82) = 192.9","ηp²(N=88) = .74 [F(2,174) = 252.8]",Masicampo (2015),successful,"When Ps anticipated playing confrontational games, Ps preferred anger-inducing activities more so than exciting and neutral activities. ",48,social,,,,,,https://osf.io/k4y9i/,https://osf.io/k4y9i/,https://osf.io/7i2tf/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,RM ANOVA,interaction,"F(2, 162) = 192.89",<.001,82,88,,48,142,Hedonic and instrumental motives in anger regulation.
49,Replicability Project,"Epley, Akalis et al. (2008) Study 3",η²(N=57) = .12,η²(N=78) = .02,Sandstrom & Dunn (2015),unsuccessful,socially disconnected condition Ps reported stronger beliefs in supernatural agents and events (and attributed more social traits to pets) compared to control condition Ps. ,49,social,,,,,,https://osf.io/yuybh/,https://osf.io/yuybh/,https://osf.io/m5a2c/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,mixed ANOVA,interaction,"F(4, 108) = 3.67",0.01,57,78,,49,143,"Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds."
50,Replicability Project,"Halevy, Bornstein et al. (2008) Study 1",η²(N=240) = .59,η²(N=120) = .426,"Thomae, Woo, & Immelman (2015)",successful,Ps in an intergroup prisoners dilemma-maximizing difference (IPD-MD) game contributed fewer tokens than Ps in an intergroup prisoners dilemma (IPD) game. ,50,social,,,,,,https://osf.io/76qc5/,https://osf.io/76qc5/,https://osf.io/sjwcd/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,t-test,main effect,"F(1, 76) = 109.74",0,240,120,,50,145,ÏIn_Group Love? and ÏOut_Group Hate? as Motives for Individual Participation in Intergroup Conflict: A New Game Paradigm
51,Replicability Project,Bressan & Stranieri (2008) Study 2,f(N=208) = .19,η²(N=263) = .001,Frazier & Hasselman (2015) Study 1,unsuccessful,"Attached women are more attracted to single men when they're ovulating (compared to not ovulating), but are more attracted to attached men when they're not ovulating (compared to ovulating). ",51,social,,,,,,https://osf.io/blcj6/,https://osf.io/blcj6/,https://osf.io/7vriw/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,RM ANOVA,interaction,"F(1, 194) = 7.16",0.008,208,263,,51,148,The Best Men Are (Not Always) Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk
52,Replicability Project,Bressan & Stranieri (2008) Study 2,f(N=208) = .19,η²(N=318) = 0.000,Frazier & Hasselman (2015) Study 2,unsuccessful,"Attached women are more attracted to single men when they're ovulating (compared to not ovulating), but are more attracted to attached men when they're not ovulating (compared to ovulating). ",52,social,,,,,,https://osf.io/blcj6/,https://osf.io/blcj6/,https://osf.io/7vriw/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,RM ANOVA,interaction,"F(1, 194) = 7.16",0.008,208,318,,52,149,The Best Men Are (Not Always) Already Taken: Female Preference for Single Versus Attached Males Depends on Conception Risk
53,Replicability Project,"Schnall, Benton & Harvey (2008) Study 2",d(N=43) = -.85 ± .62,d(N=126) = +.02 ± .35,Cheung et al. (2015) Study 2,unsuccessful,"After experiencing disgust, Ps who washed their hands judged questionable behaviors as less morally wrong than Ps who did not wash their hands. ",53,social,,,,,,https://osf.io/apidb/,https://osf.io/apidb/,https://osf.io/2dem3/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,between ANOVA,main effect,"F(1, 41) = 7.81",prep = .97,43,126,,53,151,With a clean conscience: Cleanliness reduces the severity of moral judgments.
54,Replicability Project,"Heine, Buchtel et al. (2008) Study 1",r(N=70) = -.43,r(N=16) = .-11,Lazarevic & Knezevic (2015),successful,Perceptions of National Characters (PNC) measure negatively correlated with behavioural and demographic measures of conscientiousness (validity criteria). ,54,social,,,,,,https://osf.io/siaqe/,https://osf.io/siaqe/,https://osf.io/g4hn3/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,correlation,correlation,r = -0.43,X,70,16,,54,154,What Do Cross_National Comparisons of Personality Traits Tell Us? The Case of Conscientiousness
55,Replicability Project,"Moeller, Robinson et al. (2008) Study 2",r(N=53) = -.31,r(N=72) = +.034,Levitan & Fernandez-Castilla (2015),unsuccessful,"Ps scoring high in dominance exhibited faster RTs to vertical compare to horizontal stimuli, unlike Ps scoring low in dominance ",55,social,,,,,,https://osf.io/tg2wd/,https://osf.io/tg2wd/,https://osf.io/7dybc/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,correlation,correlation,r = -.31,<.05,53,72,,55,155,Personality dominance and preferential use of the vertical dimension of space
56,Replicability Project,Goschke & Dreisbach (2008) Study 1,η²(N=40) = .14,η²(N=95) = .17,Costantini & Perugini (2015),successful,Interaction between Perspective Memory (PM) cue dimension and compatibility on mean proportion of errors (missed PM cues). ,56,social,,,,,,https://osf.io/bk53t/,https://osf.io/bk53t/,https://osf.io/pnius/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,ANOVA,interaction,"F(1, 38) = 6.21",prep = .927,40,95,,56,158,Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues.
57,Replicability Project,"Dai, Wertenbroch et al. (2008) Study 1",w(N=56) = .339,w(N=51) = .19,"Fuchs, Estel, & Goellner (2015)",unsuccessful,Ps underestimated number of pictures belonging to category for which they expected to be paid compared to control pictures in non-endowed category. ,57,social,,,,,,https://osf.io/q7f6w/,https://osf.io/q7f6w/,https://osf.io/js7gd/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,Pearson's Chi-squared test,main effect,"X^2(1, N=56) = 4.51",0.037,56,51,,57,165,The value heuristic in judgments of relative frequency.
58,Replicability Project,Roelofs (2008) Study 3,η²(N=24) = 0.354,η²(N=29) = .02,van Rijn (2015),unsuccessful,"Effect of relation between target and distractor was present for picture naming, but absent for word reading.",58,cognitive,,,,,,https://osf.io/qwkum/,https://osf.io/qwkum/,https://osf.io/janu3/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,RM ANOVA,interaction,"F(1, 13) = 7.11",0.02,24,29,,58,1,Tracing attention and the activation flow in spoken word planning using eye movements.
59,Replicability Project,Morris & Still (2008) Study 6,η²(N=24) = .374,η²(N=24) = .051,Goodbourn (2015),unsuccessful,Repetition blindness (RB) effect observed for nonwords.,59,cognitive,,,,,,https://osf.io/rmvk5/,https://osf.io/rmvk5/,https://osf.io/5f42t/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,RM ANOVA,main effect,"F(1, 23) = 13.71",<0.005,24,24,,59,2,"Now you see it, now you don't: repetition blindness for nonwords"
60,Replicability Project,"Liefooghe, Barouillet et al. (2008) Study 4",η²(N=25) = .181,η²(N=32) = .046,"Plessow, Moschl, & Pavel (2015)",unsuccessful,Lower recall for low-switch lists with degraded stimuli compared to low-switch lists with normal (non-degraded) stimuli.,60,cognitive,,,,,,https://osf.io/4dvzb/,https://osf.io/4dvzb/,https://osf.io/2h4vx/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,MANOVA,main effect,"F(1, 24) = 5.29",<0.05,25,32,,60,3,Working memory costs of task switching.
61,Replicability Project,"Storm, Bjork & Bjork (2008) Study 1",η²(N=240) = .052,η²(N=270) = .00003,Callahan (2015),unsuccessful,Larger relearning effect for non-practiced items from practiced categories than non-practiced items from non-practiced categories.,61,cognitive,,,,,,https://osf.io/8j9cg/,https://osf.io/8j9cg/,https://osf.io/4m3py/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,mixed ANOVA,interaction,"F(1, 190) = 10.49",<0.001,240,270,,61,4,Accelerated relearning after retrieval-induced forgetting: The benefit of being forgotten.
62,Replicability Project,"Mitchell, Nash & Hall (2008) Study 2",dz(N=32) = +.51,ηp²(N=48) = .02,Lakens (2015),unsuccessful,Intermixed–blocked effect: Intermixed pre-exposure to stimuli lead to better  performance (perceptual learning) compared to non-intermixed pre-exposure.,62,cognitive,,,,,,https://osf.io/4xdkk/,https://osf.io/4xdkk/,https://osf.io/beckg/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,RM ANOVA,main effect,"F(1,31) = 8.38",X,32,48,,62,5,The intermixed-blocked effect in human perceptual learning is not the consequence of trial spacing.
63,Replicability Project,"Berry, Shanks & Henson (2008) Study 1",dz(N=24) = +.724,dz(N=32) = +.424,Meixner & Bruning (2015),successful,Faster RTs to misses compared to correct rejections (suggesting memory sources for priming and recognition are independent).,63,cognitive,,,,,,https://osf.io/atgp5/,https://osf.io/atgp5/,https://osf.io/87gna/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,dependent samples t-test,main effect,t(23) = 3.55,0.002,24,32,,63,6,"A single-system account of the relationship between priming, recognition, and fluency."
64,Replicability Project,"Beaman, Neath et al. (2008) Study 2",d(N=100) = +1.02,d(N=15) = +.13,Kleinberg & Kunkels (2015),unsuccessful,Enhanced memory for order of words when word lists contained only short words compared to when word lists only contained long words.,64,cognitive,,,,,,https://osf.io/6n3bm/,https://osf.io/6n3bm/,https://osf.io/a6mje/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,dependent samples t-test,main effect,t(99) = 10.18,<0.05,100,15,,64,7,Modeling distributions of immediate memory effects: No strategies needed?
65,Replicability Project,"Dodson, Darragh et al. (2008) Study 3",η²(N=39) = .32,η²(N=33) = .012,Calhoun-Sauls (2015),unsuccessful,Higher number of incorrect judgments observed for schema-consistent attributions in neutral proportion condition and schema-inconsistent attributions in conflicting proportion condition.,65,cognitive,,,,,,https://osf.io/c5pbg/,https://osf.io/c5pbg/,https://osf.io/b9dpu/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,ANOVA,interaction,"F(1, 37) = 17.03",<.001,39,33,,65,8,Stereotypes and retrieval-provoked illusory source recollections.
66,Replicability Project,Ganor-Stern & Tzelgov (2008) Study 2,ηp²(N=32) = .488,ηp²(N=32) = .55,Shaki (2015),successful,Comparative distance effect observed when task required numerical matching.,66,cognitive,,,,,,https://osf.io/vmipw/,https://osf.io/vmipw/,https://osf.io/7mgwh/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,mixed ANOVA,main effect,"F(1, 28) = 26.69",<.001,32,32,,66,10,Across-notation automatic numerical processing.
67,Replicability Project,Mirman & Magnuson (2008) Study 2,η²(N=22) = .452,η²(N=30) = .218,Bosco & Field (2015),successful,"Words with many near neighbors (e.g., chicken) associated with increased level of processing (i.e., categorized more slowly) compared to words with few near neighbors (e.g., hyena)",67,cognitive,,,,,,https://osf.io/rvkc5/,https://osf.io/rvkc5/,https://osf.io/r57hu/,,http://datacolada.org/wp-content/uploads/2016/03/5341-Nosek-et-al-Science-2015-Estimating-the-reproducibility-of-psychological-science.pdf,,,,,RM ANOVA,main effect,"F(1, 21) = 17.3",<.001,22,30,,67,11,Attractor dynamics and semantic neighborhood density: Processing is slowed by near neighbors and speeded by distant neighbors.
